"","info_enc_30","info_enc_30_otro","mesp_112","mesp_113","esp_1","esp_8","esp_9","esp_69","esp_114_a","esp_114_b","esp_4","esp_49","esp_50","esp_55_a","esp_55_b","esp_115","mesp_116","mesp_117","mesp_117_1","mesp_117_2","esp_40_a","esp_40_b","esp_87","esp_88","iden_pol_2","democracia_21","democracia_19","pobreza_62","pobreza_63","medio_ambiente_37","mtf_42_d","mtf_43_b","interes_pol_1_b","esp_44","confianza_6_c","confianza_6_j","confianza_6_d","confianza_6_h","confianza_6_i","confianza_6_k","confianza_6_o","confianza_6_p","confianza_6_r","confianza_6_a","confianza_6_b","confianza_6_g","confianza_6_y","confianza_6_m","confianza_6_ab","confianza_6_ac","confianza_6_ad","confianza_6_ae","confianza_6_af","esp_89_a","esp_89_b","esp_89_c","esp_120_a","esp_120_b","esp_120_c","confianza_8_a","mesp_90_1","mesp_90_2","mesp_90_3","mesp_11_q","mesp_11_b","mesp_11_c","mesp_11_p","mesp_11_r","constitucion_5_a","constitucion_5_b","constitucion_5_c","esp_91_a","esp_91_b","esp_91_d","esp_91_e","esp_91_f","esp_122","mesp_36_a","mesp_36_b","mesp_36_e","mesp_36_f","nmesp_36_aa","nmesp_36_bb","nmesp_36_ee","nmesp_36_ff","esp_92_a","esp_92_b","esp_92_c","esp_92_d","esp_92_e","esp_92_f","esp_92_g","esp_93_a","esp_93_b","esp_93_c","esp_93_d","esp_93_e","esp_93_f","esp_93_g","esp_126_1","esp_126_2","percepcion_1_a","percepcion_1_b","percepcion_1_c","esp_127_1","esp_127_2","esp_127_3","esp_127_4","esp_94_a","esp_94_b","esp_94_c","esp_94_d","esp_94_e","esp_94_f","esp_94_g","esp_94_h","esp_94_i","esp_94_j","esp_129","esp_130","esp_95","esp_96_1","esp_96_2","esp_97","esp_131","esp_132","esp_133_a","esp_133_b","esp_134","esp_135_a","esp_135_b","esp_136","esp_137_a","esp_137_b","esp_138_a","esp_138_b","esp_139","esp_140","esp_141_a","esp_141_b","esp_142_a","esp_142_b","esp_142_c","esp_143_a","esp_143_b","esp_143_c","esp_143_d","uesp_143_e","resp_143_e","esp_143_f","esp_111_d","rol_gobierno_27","esp_17","esp_145_1","esp_145_2","esp_146_a","esp_146_b","esp_146_c","esp_146_d","esp_147_a","esp_147_b","esp_147_c","esp_147_d","esp_147_e","esp_148_a","esp_148_b","esp_148_c","esp_148_d","esp_148_e","esp_148_f","esp_148_g","esp_148_h","esp_148_i","esp_148_j","sexo","edad","estado_civil","info_enc_29","info_enc_23","esc_nivel_1","info_enc_12_b","mesp_73","mesp_149","mesp_150","mesp_151","rmesp_152","esp_153","info_enc_1_a_1","info_enc_1_a_2","info_enc_57","info_hogar_17","religion_82","religion_2","bienestar_21","interes_pol_2_c","interes_pol_2_d","interes_pol_2_e","info_hogar_1_a","info_hogar_2_b","info_hogar_2_c","info_hogar_32","info_hogar_33","info_hogar_21_n","info_enc_60","info_enc_52","info_enc_54","gse","muestra","zona_u_r","id_region","region","id_estrato","estrato","encuesta","encuesta_a","encuesta_m","secu","pond"
"1423",88,NA,NA,NA,2,1,7,2,2,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,10,2,7,3,99,1,10,6,7,5,3,4,3,2,2,4,3,4,3,4,3,4,3,4,3,3,3,3,4,3,2,3,2,99,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,99,3,5,2,4,5,7,NA,NA,NA,NA,1,1,2,3,2,4,2,3,3,1,3,1,4,1,3,2,NA,1,1,2,2,5,11,1,2,NA,NA,1,1,1,3,1,1,1,1,2,3,3,3,8,1,NA,1,3,NA,NA,NA,2,2,3,1,3,3,3,3,1,1,3,NA,3,4,1,1,1,2,2,1,NA,1,2,2,3,NA,NA,5,5,5,5,2,3,3,5,5,3,4,5,5,3,5,5,4,4,4,1,21,4,1,2,4,1,NA,NA,NA,NA,NA,1,8160,8,2,2,9,9,2,3,2,2,4,2,0,2,1,2,1,100,1,3,2,1,10,"LOS LAGOS","7","Lagos sur",87,2022,7,87363,3.6402552
"1424",88,NA,NA,NA,3,1,7,1,2,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,5,NA,5,3,88,1,88,88,1,7,5,5,5,88,2,4,88,2,3,8,88,88,2,3,2,88,88,2,88,88,88,88,88,88,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,10,6,6,6,6,6,NA,NA,NA,NA,NA,8,8,8,8,1,5,1,1,1,1,1,NA,1,NA,NA,NA,NA,NA,1,2,5,14,9,88,NA,NA,NA,2,8,8,8,8,8,3,2,8,8,5,88,10,88,NA,5,88,NA,NA,NA,88,NA,NA,5,1,1,8,8,99,99,88,NA,6,6,6,2,2,2,2,7,NA,2,7,1,3,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,21,4,1,1,7,7,NA,NA,NA,NA,NA,3,88888,10,2,7,9,9,3,3,3,3,3,0,0,2,1,2,1,100,1,3,2,1,8,"BIOBÍO","1","Norte",87,2022,7,87268,5.52180009
"1425",88,NA,NA,NA,2,3,1,1,2,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,3,10,4,99,5,88,5,10,1,10,5,4,4,99,3,3,2,4,3,3,3,4,2,3,2,3,3,2,3,4,3,3,2,88,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,3,4,6,4,4,4,NA,NA,NA,NA,2,3,5,4,5,4,1,3,3,1,3,2,3,NA,3,1,NA,1,99,NA,2,7,13,1,2,NA,NA,2,1,2,1,1,1,3,2,3,1,2,4,8,99,NA,3,1,99,5,6,3,NA,NA,4,9,1,2,3,99,99,8,1,4,6,6,2,1,1,1,2,NA,2,3,2,2,88,NA,5,5,4,5,4,4,8,4,5,5,4,4,5,5,5,5,5,4,5,1,21,4,1,2,4,1,NA,NA,NA,NA,NA,1,5414,5,2,9,1,7,2,2,2,2,3,2,0,2,1,2,1,100,88,4,2,1,9,"ARAUCANÍA","3","Valle central",87,2022,7,87278,10.62194198
"1426",88,NA,NA,NA,3,1,1,2,1,2,3,4,5,1,NA,1,NA,NA,NA,NA,1,9,10,1,88,3,1,1,10,1,2,4,3,1,3,4,3,3,4,4,1,3,3,4,3,3,3,1,3,3,3,4,1,88,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,88,NA,6,6,6,6,5,7,NA,NA,NA,NA,1,1,1,1,5,5,3,2,1,1,3,1,1,1,5,NA,NA,1,88,NA,11,5,1,88,NA,NA,NA,1,1,2,1,1,1,2,1,2,1,1,1,10,88,NA,77,1,1,3,8,3,NA,NA,4,3,3,3,2,1,1,1,2,6,6,6,1,2,2,2,7,NA,1,3,1,2,1,NA,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,21,3,1,2,4,2,NA,NA,NA,NA,NA,3,4110,4,2,3,9,9,2,1,2,3,2,0,0,2,2,1,1,100,1,3,2,1,9,"ARAUCANÍA","3","Valle central",87,2022,7,87310,4.17912471
"1427",88,NA,NA,NA,2,3,7,1,2,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,5,8,7,3,5,1,5,1,2,1,3,4,4,1,3,3,3,3,3,3,3,3,3,3,2,3,3,2,4,3,3,3,3,88,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,1,88,NA,6,6,6,6,6,NA,NA,NA,NA,NA,8,8,8,8,1,5,1,1,1,1,1,NA,2,NA,NA,NA,NA,NA,1,2,9,3,10,88,NA,NA,NA,1,1,1,3,2,2,2,1,3,3,4,3,3,1,NA,1,3,NA,NA,NA,4,NA,NA,4,3,3,3,3,88,1,1,6,6,4,3,2,2,2,2,2,NA,2,3,1,3,NA,NA,5,5,5,5,2,3,3,3,4,5,5,5,5,5,5,5,5,5,5,2,21,4,1,2,4,2,NA,NA,NA,NA,NA,3,9334,9,2,5,2,6,3,2,2,2,2,0,0,2,1,2,2,100,1,4,2,1,8,"BIOBÍO","1","Norte",87,2022,7,87260,2.72683449
"1428",88,NA,NA,NA,2,1,7,1,2,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,88,NA,1,3,88,3,10,1,10,1,2,4,5,1,1,3,1,1,3,4,3,2,2,1,1,2,1,1,3,2,2,3,2,88,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,88,6,6,6,6,6,NA,NA,NA,NA,NA,1,1,1,1,5,5,1,5,5,1,1,1,1,NA,1,1,NA,NA,1,2,9,26,11,88,NA,NA,NA,3,3,3,3,3,3,3,3,3,3,5,1,10,88,NA,77,3,NA,NA,NA,4,NA,NA,4,4,2,3,2,88,88,1,NA,6,6,6,2,2,2,2,NA,2,2,1,1,8,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,21,4,1,2,4,1,NA,NA,NA,NA,4,3,NA,NA,1,NA,2,6,2,3,3,3,1,0,0,1,9,2,1,100,88,3,2,2,9,"ARAUCANÍA","4","Precordillera norte",87,2022,7,87576,0.13788675
"1429",88,NA,NA,NA,3,1,7,1,2,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,5,10,8,3,5,1,7,6,7,5,5,4,5,2,2,4,3,2,3,4,3,3,2,3,3,3,4,2,3,2,2,3,4,88,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,1,88,NA,6,6,6,6,6,NA,NA,NA,NA,NA,1,1,1,1,2,5,1,3,1,1,1,1,1,NA,1,NA,NA,NA,1,2,17,3,9,88,NA,NA,NA,2,4,2,3,3,2,3,2,4,3,4,2,10,1,2,6,1,1,3,NA,5,NA,NA,5,3,3,3,3,1,1,7,6,5,4,3,2,1,2,2,7,NA,2,1,1,2,1,2,1,3,2,3,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,2,21,4,1,2,6,2,NA,NA,NA,NA,NA,3,4110,4,2,7,1,8,2,3,2,3,3,3,0,2,1,2,1,100,1,3,2,1,8,"BIOBÍO","1","Norte",87,2022,7,87195,3.17550064
"1430",88,NA,NA,NA,2,3,1,1,2,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,5,3,1,1,5,1,10,10,1,1,3,4,3,2,3,3,3,2,3,3,2,3,3,3,3,2,3,1,2,3,1,3,2,88,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,5,4,5,6,4,4,1,NA,NA,NA,NA,1,1,1,1,3,5,1,2,1,1,1,1,1,NA,1,NA,NA,NA,88,NA,8,10,2,1,2,NA,NA,2,2,8,1,1,1,2,1,8,8,4,5,7,88,NA,3,1,1,2,4,4,NA,NA,5,3,3,3,2,1,1,8,9,4,4,4,1,1,1,1,1,NA,2,1,2,3,NA,NA,1,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,2,21,3,1,1,6,7,NA,NA,NA,NA,NA,3,4226,4,2,5,9,9,2,2,2,2,2,0,1,2,1,2,1,100,1,3,2,1,10,"LOS LAGOS","7","Lagos sur",87,2022,7,87324,1.69381008
"1431",88,NA,NA,NA,2,3,7,2,2,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,2,3,5,3,88,3,1,3,1,5,2,5,4,2,2,3,2,3,3,3,3,4,2,3,3,3,3,3,4,2,2,2,88,88,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,11,4,5,6,6,6,7,NA,NA,NA,NA,1,1,1,1,2,5,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,88,NA,11,17,1,88,NA,NA,NA,2,3,2,3,4,2,3,3,8,8,2,3,5,88,NA,6,3,NA,NA,NA,2,11,4,3,3,2,2,2,88,88,3,1,6,6,6,2,2,1,2,7,NA,2,7,8,3,NA,NA,5,5,5,5,4,5,5,2,5,4,8,8,8,8,8,8,8,8,8,1,21,4,1,2,4,1,NA,NA,NA,NA,NA,3,8183,8,2,3,1,9,2,2,3,3,3,1,0,2,1,2,1,100,1,3,2,1,10,"LOS LAGOS","7","Lagos sur",87,2022,7,87324,2.94532476
"1432",88,NA,NA,NA,3,1,1,3,2,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,4,3,6,1,8,1,10,1,10,10,3,1,4,1,4,3,4,4,1,4,3,3,3,4,1,4,4,1,4,2,3,3,4,88,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,6,6,6,6,3,88,NA,NA,NA,NA,5,4,1,2,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,2,10,3,6,1,2,NA,NA,2,2,4,2,2,3,1,1,1,1,1,5,10,88,NA,6,2,88,7,NA,3,NA,NA,2,3,3,3,3,1,88,1,9,6,4,1,2,1,1,2,7,NA,2,4,2,1,NA,NA,3,1,1,1,1,3,3,1,3,1,2,1,1,2,4,5,1,2,3,2,21,4,1,2,8,3,NA,NA,NA,NA,NA,3,88888,10,2,2,2,2,1,3,3,3,2,0,0,2,1,1,1,100,1,3,2,1,14,"LOS RÍOS","8","Percordillera sur",87,2022,7,87392,0.43016153
"1433",88,NA,NA,NA,3,3,7,2,2,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,2,4,4,1,4,2,1,7,6,3,5,5,2,1,4,3,3,3,3,3,4,3,2,4,2,2,2,2,3,3,2,3,2,88,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,1,5,NA,5,5,4,4,4,4,NA,NA,NA,NA,4,4,3,4,2,5,2,3,3,2,2,1,3,1,3,3,1,1,1,2,9,13,17,1,2,NA,NA,2,2,3,2,2,1,2,2,2,2,3,4,3,1,NA,3,3,NA,NA,NA,1,7,3,3,4,4,3,3,1,1,8,4,5,3,3,1,1,2,2,1,NA,2,2,2,2,1,NA,3,4,4,4,2,3,5,2,3,3,4,4,5,4,5,5,3,3,2,1,21,4,1,1,5,1,NA,NA,NA,NA,NA,1,7411,7,2,3,2,2,3,2,2,3,6,1,0,2,1,2,1,100,1,3,2,1,14,"LOS RÍOS","6","Costa sur",87,2022,7,87388,3.16580388
"1434",88,NA,NA,NA,3,1,88,1,2,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,3,4,10,3,1,3,10,10,10,1,2,4,4,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,88,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,5,6,6,6,6,6,NA,NA,NA,NA,NA,8,8,8,8,1,4,4,1,1,1,1,NA,1,1,NA,NA,NA,NA,1,NA,7,3,16,1,2,NA,NA,1,3,3,3,3,1,3,1,1,2,3,5,10,1,NA,1,3,NA,NA,NA,4,NA,NA,4,4,4,3,3,1,88,1,6,1,2,3,2,1,1,1,1,NA,2,2,1,3,NA,NA,4,4,4,4,1,2,2,1,2,3,3,3,3,4,5,5,4,5,3,2,21,4,1,2,4,9,NA,NA,NA,NA,NA,3,9211,9,2,5,9,9,3,2,2,2,0,0,1,2,1,2,1,100,1,3,2,1,8,"BIOBÍO","1","Norte",87,2022,7,87259,0.8739029
"1435",888,NA,NA,NA,2,5,1,1,2,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,88,NA,99,2,88,1,10,10,10,88,1,3,5,1,3,3,3,3,3,4,3,3,3,3,1,3,3,1,3,3,1,4,2,1,NA,NA,8,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,1,88,NA,5,1,5,6,5,88,NA,NA,NA,NA,5,5,5,5,4,4,4,4,4,4,3,1,1,1,1,1,1,1,88,NA,88,NA,NA,88,NA,NA,NA,3,3,3,3,3,3,3,3,3,3,5,5,10,88,NA,88,88,NA,NA,NA,88,NA,NA,88,2,2,2,2,88,88,1,4,6,6,6,2,2,2,2,NA,2,2,3,1,3,NA,NA,4,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,21,4,1,2,4,1,NA,NA,NA,NA,1,3,7521,7,1,NA,88,9,1,2,3,3,3,2,0,2,1,2,1,100,1,2,2,2,8,"BIOBÍO","1","Norte",87,2022,7,87549,2.58042881
"1436",88,NA,NA,NA,3,1,7,1,2,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,4,1,5,3,5,3,10,10,10,5,4,4,3,2,2,3,3,3,3,3,3,3,3,4,3,3,4,1,4,2,2,2,88,88,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,88,6,6,6,6,6,NA,NA,NA,NA,NA,1,1,1,1,3,5,1,1,4,1,1,1,2,NA,NA,2,NA,NA,1,2,3,11,17,88,NA,NA,NA,2,4,3,3,3,2,3,2,2,2,5,1,5,1,NA,77,3,NA,NA,NA,4,NA,NA,5,1,1,3,2,88,88,6,1,6,6,6,2,2,2,2,NA,7,2,7,1,3,NA,NA,1,5,3,4,3,3,4,4,4,5,5,5,5,5,5,5,5,5,5,1,21,4,1,1,5,7,NA,NA,NA,NA,1,3,9211,9,2,3,9,9,2,3,3,2,3,1,1,2,1,2,1,100,1,3,2,2,14,"LOS RÍOS","8","Percordillera sur",87,2022,7,87626,0.7244552
"1437",88,NA,NA,NA,2,1,1,1,2,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,3,9,10,1,4,1,8,5,5,2,5,5,2,1,3,3,2,3,3,3,3,3,3,4,4,2,2,3,4,4,3,3,3,88,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,1,5,NA,5,5,5,5,5,2,NA,NA,NA,NA,4,2,2,3,3,4,2,3,2,2,2,1,3,2,2,2,1,2,1,2,5,4,2,88,NA,NA,NA,1,3,2,3,3,1,2,1,2,2,2,5,5,1,NA,3,2,1,8,5,2,4,7,2,3,2,2,2,1,88,1,NA,4,5,4,2,1,2,2,2,NA,2,3,1,2,1,NA,5,5,5,5,3,3,5,4,5,3,3,4,5,2,5,5,5,2,4,2,22,4,1,1,7,2,NA,NA,NA,NA,NA,3,99999,10,1,NA,9,9,2,2,2,1,0,0,0,2,1,2,1,100,1,3,2,1,8,"BIOBÍO","1","Norte",87,2022,7,87200,0.82093909
"1438",88,NA,NA,NA,3,1,1,2,2,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,2,7,7,3,5,3,6,8,6,2,4,3,5,1,3,3,3,3,3,3,4,3,3,3,3,3,4,3,3,3,3,4,3,88,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,5,6,6,6,6,6,NA,NA,NA,NA,NA,8,8,8,8,2,5,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,1,NA,7,11,10,88,NA,NA,NA,1,2,1,2,1,1,1,1,1,1,5,5,10,1,NA,1,88,NA,NA,NA,3,NA,NA,3,3,3,3,3,99,88,1,8,5,5,1,1,1,1,2,1,NA,1,7,2,2,1,NA,3,5,5,5,3,3,3,3,3,3,3,5,5,3,5,5,5,5,5,2,22,4,1,2,3,9,NA,NA,NA,NA,NA,3,5221,5,2,3,2,9,4,2,2,2,1,1,1,2,1,2,1,100,99,4,2,1,8,"BIOBÍO","1","Norte",87,2022,7,87194,1.86834413
"1439",88,NA,NA,NA,1,3,1,2,2,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,3,10,1,1,88,1,10,10,1,1,4,5,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,NA,NA,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,1,7,NA,5,6,6,6,5,7,NA,NA,NA,NA,5,5,5,5,1,5,1,1,1,1,1,NA,1,NA,NA,NA,NA,NA,1,NA,1,7,16,1,2,NA,NA,1,1,1,1,1,1,1,1,1,1,1,5,10,1,NA,3,3,NA,NA,NA,2,7,2,3,4,1,3,2,1,88,1,6,1,1,1,1,1,1,2,2,NA,2,3,1,3,NA,NA,5,5,5,5,3,5,5,5,5,2,5,5,5,1,5,5,2,5,2,2,22,4,1,2,6,1,NA,NA,NA,NA,NA,3,3221,3,2,3,1,9,1,2,1,3,4,2,0,2,1,1,1,100,1,3,2,1,8,"BIOBÍO","1","Norte",87,2022,7,87185,4.19581671
"1440",88,NA,NA,NA,2,3,2,1,2,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,9,5,7,3,5,1,5,7,5,4,5,5,4,2,3,4,3,4,4,4,3,3,3,4,3,3,2,3,2,4,3,4,3,88,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,1,88,NA,4,4,6,3,4,8,NA,NA,NA,NA,4,2,1,3,2,5,1,1,1,1,1,1,3,NA,NA,NA,NA,NA,88,NA,1,2,7,88,NA,NA,NA,2,3,2,2,4,1,2,1,3,2,3,2,7,88,NA,3,1,1,3,NA,3,NA,NA,5,2,1,2,2,1,1,3,1,5,6,5,2,2,1,2,NA,7,2,4,2,2,1,NA,3,3,5,5,1,5,5,2,5,5,5,5,5,4,5,5,5,5,5,2,22,4,1,1,8,3,NA,NA,NA,NA,4,3,55555,10,2,7,1,6,2,2,2,2,1,0,0,2,4,2,1,100,99,3,2,2,10,"LOS LAGOS","7","Lagos sur",87,2022,7,87581,0.30234624
"1441",88,NA,NA,NA,2,1,7,1,2,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,4,10,6,1,7,1,10,7,8,3,3,5,2,1,2,3,4,1,3,3,3,2,2,3,3,2,4,2,4,3,3,4,2,1,NA,NA,2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,6,6,5,6,6,7,NA,NA,NA,NA,1,1,1,1,3,5,1,3,1,1,1,1,3,NA,1,NA,NA,NA,88,NA,2,3,10,88,NA,NA,NA,3,3,3,3,4,3,3,2,8,4,4,3,10,1,NA,1,1,1,3,2,4,NA,NA,5,1,1,2,2,1,1,1,9,4,6,5,2,2,1,2,7,NA,2,1,1,3,NA,NA,2,4,5,5,3,1,1,5,5,5,5,5,5,5,5,5,3,5,5,1,22,4,1,1,5,7,NA,NA,NA,NA,NA,3,55555,10,2,5,1,9,2,3,2,2,2,0,0,2,1,1,1,100,1,3,2,1,10,"LOS LAGOS","7","Lagos sur",87,2022,7,87321,1.33940841
"1442",88,NA,NA,NA,3,1,7,1,2,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,4,11,4,2,5,1,2,4,4,1,3,4,3,1,2,3,2,4,3,4,3,4,2,3,1,1,3,2,3,4,3,4,3,88,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,1,5,NA,4,6,4,6,5,7,NA,NA,NA,NA,1,1,1,1,3,5,5,1,4,2,1,1,1,2,NA,1,1,NA,1,2,17,7,10,88,NA,NA,NA,1,3,4,3,4,2,2,1,3,2,3,3,7,1,NA,3,2,88,5,2,4,NA,NA,4,2,2,2,2,88,88,1,5,5,6,5,1,2,1,2,NA,7,1,3,2,3,NA,NA,4,5,5,5,1,5,5,3,5,3,5,5,5,5,5,5,4,3,5,1,22,4,1,2,4,1,NA,NA,NA,NA,1,3,9211,9,2,3,2,6,3,3,3,2,3,1,0,2,1,2,1,100,1,4,2,2,14,"LOS RÍOS","6","Costa sur",87,2022,7,87617,0.82163047
"1443",88,NA,NA,NA,3,1,7,3,2,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,2,3,10,2,5,1,10,10,1,10,4,4,5,1,3,4,3,4,4,4,3,3,2,3,3,4,4,1,4,4,1,4,99,88,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,1,88,NA,6,6,6,6,6,NA,NA,NA,NA,NA,1,1,1,1,5,5,1,5,5,1,1,1,1,NA,1,1,NA,NA,1,NA,11,6,7,88,NA,NA,NA,1,4,1,4,4,1,1,1,1,1,5,1,10,88,NA,1,3,NA,NA,NA,4,NA,NA,4,4,1,3,2,88,88,1,6,6,6,6,2,1,2,2,7,NA,2,1,1,3,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,22,4,1,2,4,1,NA,NA,NA,NA,NA,3,99999,10,2,5,2,3,4,3,3,3,4,0,0,2,1,2,1,100,1,4,2,1,9,"ARAUCANÍA","2","Costa norte",87,2022,7,87301,1.66908376
"1444",88,NA,NA,NA,3,1,7,1,2,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,3,1,1,3,6,3,10,6,10,7,4,3,3,1,1,3,3,3,3,3,3,3,2,2,2,2,3,2,2,2,2,2,3,88,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,5,2,2,4,6,3,4,NA,NA,NA,NA,3,3,2,3,3,4,4,4,4,4,3,1,1,1,1,1,1,1,88,NA,1,3,6,1,2,NA,NA,2,2,3,3,2,3,3,1,4,3,3,3,5,1,2,3,2,1,4,2,2,3,10,3,2,3,1,1,1,1,6,1,6,5,5,2,2,2,2,7,NA,2,3,2,3,NA,NA,3,3,4,5,1,3,3,2,4,4,5,5,5,5,5,5,5,5,4,1,22,4,1,2,3,1,NA,NA,NA,NA,NA,1,9312,9,2,2,2,8,3,2,2,3,1,0,0,2,1,2,1,100,1,4,2,1,14,"LOS RÍOS","8","Percordillera sur",87,2022,7,87392,0.49866488
"1445",88,NA,NA,NA,2,5,7,1,2,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,4,9,8,1,5,1,5,7,7,1,4,5,3,2,2,3,2,2,1,2,2,1,1,4,4,2,1,1,3,3,2,1,2,1,NA,NA,8,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,1,6,NA,4,5,6,4,6,4,NA,NA,NA,NA,3,3,3,3,3,5,1,2,3,1,1,1,1,NA,1,1,NA,NA,1,NA,17,3,10,1,2,NA,NA,2,3,2,3,2,2,1,1,2,2,4,4,7,1,NA,3,2,1,5,6,2,2,7,4,3,2,3,2,1,99,1,4,6,6,6,1,2,2,2,NA,7,2,1,2,3,NA,NA,5,5,5,5,1,5,5,5,5,2,5,5,5,5,5,5,3,5,5,2,22,4,1,1,7,7,NA,NA,NA,NA,3,3,55555,10,2,2,9,9,2,1,1,2,1,0,0,2,4,2,1,100,1,3,2,2,10,"LOS LAGOS","6","Costa sur",87,2022,7,87607,0.22941048
"1446",88,NA,NA,NA,2,1,1,2,2,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,4,11,10,1,5,1,1,1,5,1,4,4,3,1,3,4,3,3,3,3,3,4,3,3,3,1,1,3,3,3,1,3,88,88,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,1,88,NA,2,6,6,5,6,7,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,2,16,3,10,1,2,3,4,1,8,8,2,2,1,1,1,8,1,88,5,10,1,NA,2,3,NA,NA,NA,88,NA,NA,3,3,4,3,2,1,1,1,NA,2,2,2,2,1,1,2,7,NA,2,7,1,2,1,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,22,4,1,2,8,1,NA,NA,NA,NA,NA,1,2411,2,2,3,2,8,1,3,3,3,4,0,0,2,2,1,1,100,1,3,2,1,8,"BIOBÍO","1","Norte",87,2022,7,87212,4.92104869
